"font family","style","genre","subgenre","monospace","cap","ch","em","ex","ic","lh","foundry","designers","added","updated"
"Encode Sans","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans","black","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Condensed","black","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Expanded","black","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Condensed","black","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","light","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Encode Sans Semi Expanded","black","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type, Andres Torresi, Jacques Le Bailly","2017-02-08","2019-07-16"
"Engagement","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Astigmatic","2011-12-07","2019-07-16"
"Englebert","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Astigmatic","2012-11-02","2019-07-16"
"Enriqueta","regular","serif","","false","784","400","800","357.8125","784","784","","FontFuror","2011-12-13","2019-07-25"
"Enriqueta","medium","serif","","false","784","400","800","357.8125","784","784","","FontFuror","2011-12-13","2019-07-25"
"Enriqueta","semi-bold","serif","","false","784","400","800","365.234375","784","784","","FontFuror","2011-12-13","2019-07-25"
"Enriqueta","bold","serif","","false","784","400","800","365.234375","784","784","","FontFuror","2011-12-13","2019-07-25"
"Erica One","regular","display","","false","784","400","800","357.8125","784","784","","Miguel Hernandez","2012-01-18","2019-07-16"
"Esteban","regular","serif","","false","784","400","800","357.8125","784","784","","Angélica Díaz","2012-01-11","2019-07-16"
"Euphoria Script","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Sabrina Mariela Lopez","2012-02-08","2019-07-16"
"Ewert","regular","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2012-02-08","2019-07-16"
"Exo","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","light","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","black","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","thin italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","extra-light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","extra-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo","black italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama, Robin Mientjes","2012-02-08","2019-07-17"
"Exo 2","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","light","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","black","sans-serif","","false","784","400","800","365.234375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","thin italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","extra-light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","extra-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Exo 2","black italic","sans-serif","","false","784","400","800","362.109375","784","784","","Natanael Gama","2013-12-04","2019-07-17"
"Expletus Sans","regular","display","","false","784","400","800","357.8125","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","medium","display","","false","784","400","800","357.8125","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","semi-bold","display","","false","784","400","800","365.234375","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","bold","display","","false","784","400","800","365.234375","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","regular italic","display","","false","784","400","800","353.515625","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","medium italic","display","","false","784","400","800","353.515625","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","semi-bold italic","display","","false","784","400","800","362.109375","784","784","","Designtown","2011-05-04","2019-07-16"
"Expletus Sans","bold italic","display","","false","784","400","800","362.109375","784","784","","Designtown","2011-05-04","2019-07-16"
"Fahkwang","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","light","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","extra-light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fahkwang","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Cadson Demak","2018-09-10","2019-07-16"
"Fanwood Text","regular","serif","","false","784","400","800","357.8125","784","784","","Barry Schwartz","2011-08-31","2019-07-16"
"Fanwood Text","regular italic","serif","","false","784","400","800","353.515625","784","784","","Barry Schwartz","2011-08-31","2019-07-16"
"Farro","light","sans-serif","","false","784","400","800","357.8125","784","784","","Grayscale","2019-07-16","2019-07-25"
"Farro","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Grayscale","2019-07-16","2019-07-25"
"Farro","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Grayscale","2019-07-16","2019-07-25"
"Farro","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Grayscale","2019-07-16","2019-07-25"
"Farsan","regular","display","","false","784","400","800","357.8125","784","784","","Pooja Saxena","2016-06-20","2019-07-16"
"Fascinate","regular","display","","false","784","400","800","357.8125","784","784","","Astigmatic","2011-12-07","2019-07-16"
"Fascinate Inline","regular","display","","false","784","400","800","357.8125","784","784","","Astigmatic","2011-12-07","2019-07-16"
"Faster One","regular","display","","false","784","400","800","357.8125","784","784","","Eduardo Tunni","2012-10-26","2019-07-16"
"Fasthand","regular","serif","","false","784","400","800","357.8125","784","784","","Danh Hong","2012-05-24","2019-07-16"
"Fauna One","regular","serif","","false","784","400","800","357.8125","784","784","","Eduardo Tunni","2013-06-05","2019-07-16"
"Faustina","regular","serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","medium","serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","semi-bold","serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","bold","serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","regular italic","serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","medium italic","serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","semi-bold italic","serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Faustina","bold italic","serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2017-07-31","2019-07-16"
"Federant","regular","display","","false","784","400","800","357.8125","784","784","","Cyreal","2011-10-05","2019-07-16"
"Federo","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-07-27","2019-07-16"
"Felipa","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Fontstage","2012-02-08","2019-07-16"
"Fenix","regular","serif","","false","784","400","800","357.8125","784","784","","Fernando Díaz","2012-09-24","2019-07-16"
"Finger Paint","regular","display","","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2012-09-30","2019-07-16"
"Fira Code","light","sans-serif","humanist","true","784","400","800","357.8125","784","784","Carrois Apostrophe","Multiple Designers","2019-03-24","2019-07-29"
"Fira Code","regular","sans-serif","humanist","true","784","400","800","357.8125","784","784","Carrois Apostrophe","Multiple Designers","2019-03-24","2019-07-29"
"Fira Code","medium","sans-serif","humanist","true","784","400","800","357.8125","784","784","Carrois Apostrophe","Multiple Designers","2019-03-24","2019-07-29"
"Fira Code","semi-bold","sans-serif","humanist","true","784","400","800","365.234375","784","784","Carrois Apostrophe","Multiple Designers","2019-03-24","2019-07-29"
"Fira Code","bold","sans-serif","humanist","true","784","400","800","365.234375","784","784","Carrois Apostrophe","Multiple Designers","2019-03-24","2019-07-29"
"Fira Mono","regular","sans-serif","humanist","true","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-16"
"Fira Mono","medium","sans-serif","humanist","true","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-16"
"Fira Mono","bold","sans-serif","humanist","true","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-16"
"Fira Sans","thin","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","extra-light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","regular","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","medium","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","semi-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","extra-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","black","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","thin italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","extra-light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","regular italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","medium italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","semi-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","extra-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans","black italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2014-06-18","2019-07-22"
"Fira Sans Condensed","thin","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","extra-light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","regular","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","medium","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","semi-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","extra-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","black","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","thin italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","extra-light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","regular italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","medium italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","semi-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","extra-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Condensed","black italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","thin","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","extra-light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","light","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","regular","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","medium","sans-serif","humanist","false","784","400","800","357.8125","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","semi-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","extra-bold","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","black","sans-serif","humanist","false","784","400","800","365.234375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","thin italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","extra-light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","light italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","regular italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","medium italic","sans-serif","humanist","false","784","400","800","353.515625","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","semi-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","extra-bold italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fira Sans Extra Condensed","black italic","sans-serif","humanist","false","784","400","800","362.109375","784","784","Carrois Apostrophe","Carrois Apostrophe","2016-12-07","2019-07-17"
"Fjalla One","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Sorkin Type","2012-10-27","2019-07-17"
"Fjord One","regular","serif","","false","784","400","800","357.8125","784","784","","Viktoriya Grabowska","2011-11-02","2019-07-16"
"Flamenco","light","display","","false","784","400","800","357.8125","784","784","LatinoType","LatinoType","2011-12-19","2019-07-16"
"Flamenco","regular","display","","false","784","400","800","357.8125","784","784","LatinoType","LatinoType","2011-12-19","2019-07-16"
"Flavors","regular","display","","false","784","400","800","357.8125","784","784","","Sideshow","2011-12-19","2019-07-25"
